t(ticks) ; id_viat ; destin ; t_estacion ;  t_vida  ; observ
2721410  ; 7407    ; N      ; 40         ; ?        ; entrou
2722323  ; 7407    ; N      ; 40         ; 247978   ; saiu
2775119  ; 7403    ; O      ; 10         ; ?        ; entrou
2776353  ; 7403    ; O      ; 10         ; 306111   ; saiu
2780525  ; 7439    ; N      ; 100        ; ?        ; entrou
2781300  ; 7439    ; N      ; 100        ; 276372   ; saiu
2783477  ; 7468    ; S      ; 40         ; ?        ; entrou
2783961  ; 7468    ; S      ; 40         ; 256411   ; saiu
2805220  ; 7420    ; E      ; 60         ; ?        ; entrou
2805499  ; 7420    ; E      ; 60         ; 319303   ; saiu
2823590  ; 7425    ; O      ; 90         ; ?        ; entrou
2824079  ; 7425    ; O      ; 90         ; 333915   ; saiu
2868722  ; 7464    ; E      ; 40         ; ?        ; entrou
2869448  ; 7464    ; E      ; 40         ; 344483   ; saiu
2871655  ; 6979    ; E      ; 60         ; ?        ; entrou
2872335  ; 6979    ; E      ; 60         ; 797496   ; saiu
2879113  ; 7386    ; S      ; 90         ; ?        ; entrou
2879885  ; 7386    ; S      ; 90         ; 425393   ; saiu
2881497  ; 7387    ; S      ; 90         ; ?        ; cheio
2882290  ; 7402    ; S      ; 60         ; ?        ; entrou
2882794  ; 7402    ; S      ; 60         ; 413122   ; saiu
2885886  ; 7419    ; S      ; 100        ; ?        ; entrou
2886185  ; 7419    ; S      ; 100        ; 401215   ; saiu
2888251  ; 7342    ; N      ; 10         ; ?        ; entrou
2888990  ; 7342    ; N      ; 10         ; 475226   ; saiu
2902058  ; 7398    ; N      ; 70         ; ?        ; entrou
2902983  ; 7406    ; N      ; 40         ; ?        ; cheio
2903793  ; 7398    ; N      ; 70         ; 437921   ; saiu
2906009  ; 7418    ; N      ; 100        ; ?        ; entrou
2906682  ; 7418    ; N      ; 100        ; 423523   ; saiu
2934348  ; 7364    ; O      ; 100        ; ?        ; entrou
2934898  ; 7364    ; O      ; 100        ; 501922   ; saiu
2941826  ; 7404    ; O      ; 30         ; ?        ; entrou
2942635  ; 7404    ; O      ; 30         ; 470619   ; saiu
2952262  ; 7389    ; E      ; 90         ; ?        ; entrou
2953049  ; 7389    ; E      ; 90         ; 496955   ; saiu
2966793  ; 7428    ; E      ; 50         ; ?        ; entrou
2967527  ; 7428    ; E      ; 50         ; 474038   ; saiu
2968485  ; 7465    ; O      ; 90         ; ?        ; entrou
2969771  ; 7465    ; O      ; 90         ; 444057   ; saiu
3043995  ; 8229    ; S      ; 60         ; ?        ; entrou
3044523  ; 8229    ; S      ; 60         ; 17922    ; saiu
3136810  ; 8392    ; E      ; 60         ; ?        ; entrou
3137803  ; 8392    ; E      ; 60         ; 15728    ; saiu
3139653  ; 8417    ; E      ; 70         ; ?        ; entrou
3140504  ; 8417    ; E      ; 70         ; 8667     ; saiu
3219502  ; 8667    ; E      ; 60         ; ?        ; entrou
3220037  ; 8667    ; E      ; 60         ; 2590     ; saiu
3223294  ; 8673    ; E      ; 50         ; ?        ; entrou
3223548  ; 8675    ; O      ; 50         ; ?        ; entrou
3223773  ; 8673    ; E      ; 50         ; 3204     ; saiu
3224328  ; 8675    ; O      ; 50         ; 3082     ; saiu
3817829  ; 10490   ; N      ; 40         ; ?        ; entrou
3818512  ; 10490   ; N      ; 40         ; 2692     ; saiu
3836793  ; 10519   ; N      ; 60         ; ?        ; entrou
3837145  ; 10519   ; N      ; 60         ; 13704    ; saiu
4201019  ; 11665   ; S      ; 80         ; ?        ; entrou
4204746  ; 11665   ; S      ; 80         ; 6482     ; saiu
4389039  ; 11997   ; N      ; 60         ; ?        ; cheio
4388968  ; 11996   ; O      ; 100        ; ?        ; entrou
4389919  ; 11998   ; O      ; 90         ; ?        ; entrou
4389920  ; 11991   ; E      ; 10         ; ?        ; cheio
4390647  ; 11996   ; O      ; 100        ; 4364     ; saiu
4391895  ; 11994   ; N      ; 70         ; ?        ; entrou
4390905  ; 11998   ; O      ; 90         ; 4344     ; saiu
4392499  ; 11993   ; O      ; 60         ; ?        ; entrou
4392728  ; 11993   ; O      ; 60         ; 7838     ; saiu
4392450  ; 11994   ; N      ; 70         ; 7412     ; saiu
4391415  ; 11999   ; E      ; 30         ; ?        ; cheio
4395682  ; 11971   ; E      ; 70         ; ?        ; entrou
4395741  ; 12000   ; O      ; 30         ; ?        ; cheio
4396573  ; 11971   ; E      ; 70         ; 3246     ; saiu
4399683  ; 12001   ; S      ; 40         ; ?        ; entrou
4400563  ; 12001   ; S      ; 40         ; 6703     ; saiu
4402429  ; 12003   ; E      ; 10         ; ?        ; entrou
4402886  ; 12002   ; E      ; 30         ; ?        ; entrou
4403323  ; 12003   ; E      ; 10         ; 7710     ; saiu
4404574  ; 12005   ; S      ; 70         ; ?        ; cheio
4405963  ; 12002   ; E      ; 30         ; 11456    ; saiu
4410299  ; 12013   ; O      ; 40         ; ?        ; entrou
4410660  ; 12006   ; N      ; 40         ; ?        ; cheio
4413099  ; 12008   ; N      ; 20         ; ?        ; cheio
4413088  ; 12012   ; E      ; 20         ; ?        ; entrou
4414538  ; 12012   ; E      ; 20         ; 12402    ; saiu
4415762  ; 12013   ; O      ; 40         ; 12314    ; saiu
4418259  ; 12016   ; N      ; 30         ; ?        ; cheio
4418255  ; 11992   ; E      ; 10         ; ?        ; entrou
4419613  ; 11979   ; E      ; 80         ; ?        ; cheio
4419614  ; 11970   ; O      ; 40         ; ?        ; entrou
4419950  ; 11977   ; O      ; 40         ; ?        ; entrou
4422302  ; 11985   ; S      ; 40         ; ?        ; entrou
4420843  ; 11992   ; E      ; 10         ; 15218    ; saiu
4420842  ; 11977   ; O      ; 40         ; 48041    ; saiu
4424921  ; 11985   ; S      ; 40         ; 12865    ; saiu
4420844  ; 11970   ; O      ; 40         ; 25593    ; saiu
4426984  ; 12009   ; O      ; 30         ; ?        ; cheio
4427076  ; 11987   ; E      ; 20         ; ?        ; cheio
4427075  ; 11968   ; S      ; 50         ; ?        ; entrou
4427556  ; 11968   ; S      ; 50         ; 11534    ; saiu
4429457  ; 12019   ; S      ; 20         ; ?        ; entrou
4431252  ; 12019   ; S      ; 20         ; 9892     ; saiu
4435643  ; 11981   ; E      ; 100        ; ?        ; entrou
4435687  ; 11988   ; O      ; 60         ; ?        ; cheio
4436455  ; 12022   ; S      ; 100        ; ?        ; cheio
4436974  ; 11981   ; E      ; 100        ; 58141    ; saiu
4438916  ; 11982   ; E      ; 40         ; ?        ; entrou
4440839  ; 12023   ; S      ; 50         ; ?        ; entrou
4440836  ; 11982   ; E      ; 40         ; 61941    ; saiu
4443107  ; 12026   ; O      ; 90         ; ?        ; entrou
4442027  ; 12023   ; S      ; 50         ; 8346     ; saiu
4444332  ; 12025   ; E      ; 70         ; ?        ; entrou
4444340  ; 12026   ; O      ; 90         ; 5379     ; saiu
4446475  ; 12025   ; E      ; 70         ; 9843     ; saiu
4448969  ; 12031   ; S      ; 100        ; ?        ; entrou
4449492  ; 12031   ; S      ; 100        ; 3915     ; saiu
4451243  ; 12033   ; E      ; 60         ; ?        ; entrou
4454348  ; 12034   ; N      ; 20         ; ?        ; entrou
4452102  ; 12033   ; E      ; 60         ; 5356     ; saiu
4455623  ; 12034   ; N      ; 20         ; 5791     ; saiu
4456915  ; 12037   ; S      ; 80         ; ?        ; entrou
4457526  ; 12037   ; S      ; 80         ; 3732     ; saiu
4494306  ; 12086   ; O      ; 100        ; ?        ; entrou
4496319  ; 12086   ; O      ; 100        ; 8144     ; saiu
4502055  ; 12088   ; E      ; 70         ; ?        ; entrou
4503380  ; 12088   ; E      ; 70         ; 10126    ; saiu
4505801  ; 12097   ; S      ; 50         ; ?        ; entrou
4505669  ; 12092   ; N      ; 30         ; ?        ; entrou
4508295  ; 12096   ; O      ; 70         ; ?        ; cheio
4507415  ; 12092   ; N      ; 30         ; 10398    ; saiu
4509603  ; 12104   ; N      ; 10         ; ?        ; cheio
4510263  ; 12095   ; N      ; 70         ; ?        ; cheio
4511086  ; 12097   ; S      ; 50         ; 11946    ; saiu
4514286  ; 12113   ; S      ; 20         ; ?        ; entrou
4515471  ; 12113   ; S      ; 20         ; 12569    ; saiu
4518220  ; 12108   ; E      ; 90         ; ?        ; entrou
4519138  ; 12118   ; N      ; 50         ; ?        ; cheio
4519977  ; 12114   ; S      ; 70         ; ?        ; entrou
4519814  ; 12108   ; E      ; 90         ; 7304     ; saiu
4520755  ; 12111   ; N      ; 50         ; ?        ; cheio
4523290  ; 12120   ; O      ; 80         ; ?        ; cheio
4524215  ; 12114   ; S      ; 70         ; 14789    ; saiu
4526467  ; 12127   ; S      ; 50         ; ?        ; cheio
4527165  ; 12124   ; N      ; 50         ; ?        ; entrou
4529671  ; 12129   ; E      ; 10         ; ?        ; cheio
4531194  ; 12112   ; O      ; 60         ; ?        ; entrou
4531035  ; 12124   ; N      ; 50         ; 16346    ; saiu
4537144  ; 12131   ; N      ; 90         ; ?        ; cheio
4537186  ; 12112   ; O      ; 60         ; 22926    ; saiu
4539849  ; 12116   ; S      ; 60         ; ?        ; entrou
4541014  ; 12109   ; N      ; 90         ; ?        ; cheio
4540280  ; 12116   ; S      ; 60         ; 31749    ; saiu
4537147  ; 12137   ; E      ; 10         ; ?        ; entrou
4544614  ; 12126   ; N      ; 70         ; ?        ; cheio
4545238  ; 12137   ; E      ; 10         ; 15776    ; saiu
4564673  ; 12151   ; N      ; 60         ; ?        ; entrou
4564674  ; 12139   ; S      ; 90         ; ?        ; cheio
4567191  ; 12151   ; N      ; 60         ; 17163    ; saiu
4570710  ; 12143   ; O      ; 50         ; ?        ; cheio
4570579  ; 12141   ; E      ; 80         ; ?        ; cheio
4570591  ; 12142   ; O      ; 70         ; ?        ; cheio
4571495  ; 12146   ; E      ; 10         ; ?        ; entrou
4573139  ; 12149   ; S      ; 50         ; ?        ; entrou
4573225  ; 12146   ; E      ; 10         ; 25923    ; saiu
4575044  ; 12149   ; S      ; 50         ; 26299    ; saiu
4584476  ; 12157   ; E      ; 40         ; ?        ; entrou
4584590  ; 12175   ; E      ; 90         ; ?        ; cheio
4585780  ; 12172   ; S      ; 20         ; ?        ; entrou
4587641  ; 12157   ; E      ; 40         ; 33736    ; saiu
4587562  ; 12172   ; S      ; 20         ; 20444    ; saiu
4590031  ; 12170   ; S      ; 70         ; ?        ; entrou
4591015  ; 12166   ; S      ; 100        ; ?        ; cheio
4590943  ; 12171   ; O      ; 10         ; ?        ; cheio
4592215  ; 12196   ; S      ; 30         ; ?        ; cheio
4593537  ; 12170   ; S      ; 70         ; 27422    ; saiu
4594620  ; 12174   ; S      ; 20         ; ?        ; entrou
4596528  ; 12177   ; E      ; 60         ; ?        ; entrou
4597635  ; 12174   ; S      ; 20         ; 26518    ; saiu
4598772  ; 12177   ; E      ; 60         ; 23635    ; saiu
4601555  ; 12198   ; E      ; 80         ; ?        ; entrou
4602389  ; 12164   ; N      ; 60         ; ?        ; entrou
4603659  ; 12203   ; E      ; 100        ; ?        ; cheio
4603659  ; 12164   ; N      ; 60         ; 42932    ; saiu
4604705  ; 12169   ; N      ; 80         ; ?        ; entrou
4605748  ; 12173   ; N      ; 20         ; ?        ; entrou
4602398  ; 12198   ; E      ; 80         ; 15820    ; saiu
4606888  ; 12206   ; S      ; 10         ; ?        ; cheio
4605747  ; 12169   ; N      ; 80         ; 41533    ; saiu
4608402  ; 12154   ; N      ; 30         ; ?        ; cheio
4608893  ; 12173   ; N      ; 20         ; 38584    ; saiu
4612822  ; 12207   ; O      ; 20         ; ?        ; entrou
4615602  ; 12205   ; N      ; 90         ; ?        ; entrou
4616323  ; 12212   ; N      ; 40         ; ?        ; cheio
4613956  ; 12207   ; O      ; 20         ; 9843     ; saiu
4618936  ; 12214   ; S      ; 90         ; ?        ; cheio
4619115  ; 12210   ; N      ; 30         ; ?        ; cheio
4620750  ; 12205   ; N      ; 90         ; 20790    ; saiu
4630092  ; 12218   ; O      ; 30         ; ?        ; entrou
4630903  ; 12218   ; O      ; 30         ; 13651    ; saiu
4633054  ; 12228   ; S      ; 30         ; ?        ; entrou
4633817  ; 12222   ; E      ; 80         ; ?        ; cheio
4636824  ; 12216   ; E      ; 70         ; ?        ; cheio
4637860  ; 12215   ; E      ; 90         ; ?        ; cheio
4639455  ; 12220   ; N      ; 90         ; ?        ; entrou
4639428  ; 12228   ; S      ; 30         ; 14475    ; saiu
4642810  ; 12224   ; E      ; 90         ; ?        ; entrou
4640799  ; 12220   ; N      ; 90         ; 22996    ; saiu
4643585  ; 12224   ; E      ; 90         ; 21361    ; saiu
4646041  ; 12237   ; E      ; 70         ; ?        ; entrou
4646681  ; 12230   ; E      ; 60         ; ?        ; cheio
4646742  ; 12237   ; E      ; 70         ; 15191    ; saiu
4649671  ; 12233   ; E      ; 80         ; ?        ; entrou
4650496  ; 12233   ; E      ; 80         ; 21067    ; saiu
4652831  ; 12232   ; E      ; 90         ; ?        ; cheio
4654169  ; 12249   ; S      ; 80         ; ?        ; cheio
4656026  ; 12234   ; S      ; 10         ; ?        ; cheio
4657393  ; 12235   ; S      ; 20         ; ?        ; cheio
4659662  ; 12246   ; O      ; 50         ; ?        ; entrou
4661307  ; 12236   ; O      ; 10         ; ?        ; entrou
4660801  ; 12246   ; O      ; 50         ; 16376    ; saiu
4664574  ; 12252   ; O      ; 80         ; ?        ; cheio
4665656  ; 12250   ; N      ; 10         ; ?        ; cheio
4665610  ; 12251   ; E      ; 50         ; ?        ; cheio
4667037  ; 12256   ; E      ; 80         ; ?        ; cheio
4667061  ; 12236   ; O      ; 10         ; 36720    ; saiu
4673369  ; 12259   ; N      ; 70         ; ?        ; cheio
4674251  ; 12262   ; S      ; 100        ; ?        ; entrou
4674809  ; 12262   ; S      ; 100        ; 7976     ; saiu
4676682  ; 12257   ; S      ; 20         ; ?        ; cheio
4677872  ; 12260   ; E      ; 50         ; ?        ; cheio
4677870  ; 12265   ; N      ; 40         ; ?        ; entrou
4676675  ; 12263   ; S      ; 60         ; ?        ; entrou
4679622  ; 12263   ; S      ; 60         ; 11629    ; saiu
4681638  ; 12267   ; S      ; 30         ; ?        ; entrou
4682280  ; 12267   ; S      ; 30         ; 12282    ; saiu
4679625  ; 12265   ; N      ; 40         ; 10353    ; saiu
4684784  ; 12277   ; S      ; 40         ; ?        ; cheio
4684781  ; 12266   ; O      ; 10         ; ?        ; entrou
4685857  ; 12275   ; O      ; 20         ; ?        ; cheio
4687167  ; 12266   ; O      ; 10         ; 11238    ; saiu
4699306  ; 12282   ; N      ; 90         ; ?        ; entrou
4699824  ; 12283   ; O      ; 60         ; ?        ; cheio
4700653  ; 12284   ; N      ; 80         ; ?        ; entrou
4701328  ; 12282   ; N      ; 90         ; 17802    ; saiu
4702482  ; 12281   ; E      ; 90         ; ?        ; entrou
4702127  ; 12284   ; N      ; 80         ; 14257    ; saiu
4704843  ; 12285   ; E      ; 60         ; ?        ; cheio
4705662  ; 12281   ; E      ; 90         ; 22947    ; saiu
4713087  ; 12287   ; O      ; 70         ; ?        ; entrou
4714085  ; 12287   ; O      ; 70         ; 14940    ; saiu
4724277  ; 12316   ; N      ; 10         ; ?        ; entrou
4725030  ; 12316   ; N      ; 10         ; 18297    ; saiu
4763042  ; 12449   ; E      ; 100        ; ?        ; entrou
4765130  ; 12449   ; E      ; 100        ; 5978     ; saiu
4771553  ; 12451   ; O      ; 30         ; ?        ; cheio
4772774  ; 12450   ; E      ; 70         ; ?        ; entrou
4773506  ; 12450   ; E      ; 70         ; 12546    ; saiu
4776563  ; 12465   ; N      ; 60         ; ?        ; entrou
4777501  ; 12465   ; N      ; 60         ; 3777     ; saiu
4782644  ; 12472   ; E      ; 60         ; ?        ; entrou
4783629  ; 12472   ; E      ; 60         ; 5554     ; saiu
4793436  ; 12464   ; S      ; 90         ; ?        ; entrou
4794015  ; 12464   ; S      ; 90         ; 21407    ; saiu
4802968  ; 12506   ; O      ; 60         ; ?        ; entrou
4803628  ; 12506   ; O      ; 60         ; 6280     ; saiu
4808461  ; 12501   ; S      ; 50         ; ?        ; entrou
4810142  ; 12494   ; E      ; 30         ; ?        ; cheio
4813156  ; 12508   ; E      ; 90         ; ?        ; cheio
4814308  ; 12510   ; N      ; 10         ; ?        ; entrou
4815533  ; 12509   ; S      ; 90         ; ?        ; cheio
4815540  ; 12501   ; S      ; 50         ; 23947    ; saiu
4819754  ; 12510   ; N      ; 10         ; 17562    ; saiu
4832724  ; 12523   ; E      ; 20         ; ?        ; entrou
4833495  ; 12523   ; E      ; 20         ; 22910    ; saiu
4837585  ; 12554   ; N      ; 30         ; ?        ; entrou
4839523  ; 12530   ; O      ; 10         ; ?        ; cheio
4839673  ; 12527   ; O      ; 80         ; ?        ; entrou
4840387  ; 12527   ; O      ; 80         ; 23270    ; saiu
4841818  ; 12531   ; O      ; 20         ; ?        ; entrou
4838544  ; 12554   ; N      ; 30         ; 7052     ; saiu
4843961  ; 12525   ; S      ; 10         ; ?        ; cheio
4845065  ; 12531   ; O      ; 20         ; 25077    ; saiu
4847676  ; 12562   ; N      ; 70         ; ?        ; entrou
4848476  ; 12562   ; N      ; 70         ; 6331     ; saiu
4850378  ; 12526   ; S      ; 100        ; ?        ; entrou
4851176  ; 12526   ; S      ; 100        ; 36298    ; saiu
4867409  ; 12568   ; S      ; 60         ; ?        ; cheio
4867178  ; 12564   ; S      ; 90         ; ?        ; entrou
4869755  ; 12564   ; S      ; 90         ; 24806    ; saiu
4872506  ; 12565   ; S      ; 10         ; ?        ; entrou
4873398  ; 12565   ; S      ; 10         ; 27243    ; saiu
4882660  ; 12617   ; O      ; 60         ; ?        ; entrou
4883659  ; 12617   ; O      ; 60         ; 4995     ; saiu
4884956  ; 12616   ; O      ; 40         ; ?        ; entrou
4885381  ; 12616   ; O      ; 40         ; 6800     ; saiu
4885806  ; 12620   ; N      ; 80         ; ?        ; entrou
4887132  ; 12622   ; O      ; 50         ; ?        ; entrou
4886027  ; 12620   ; N      ; 80         ; 5340     ; saiu
4887912  ; 12622   ; O      ; 50         ; 5230     ; saiu
4892685  ; 12630   ; N      ; 30         ; ?        ; entrou
4893228  ; 12630   ; N      ; 30         ; 4329     ; saiu
4895512  ; 12633   ; O      ; 80         ; ?        ; entrou
4896510  ; 12633   ; O      ; 80         ; 5805     ; saiu
4898588  ; 12634   ; E      ; 40         ; ?        ; entrou
4899055  ; 12634   ; E      ; 40         ; 7838     ; saiu
4904112  ; 12646   ; E      ; 20         ; ?        ; entrou
4904970  ; 12646   ; E      ; 20         ; 5937     ; saiu
4910796  ; 12626   ; E      ; 20         ; ?        ; entrou
4911697  ; 12625   ; O      ; 10         ; ?        ; cheio
4912904  ; 12629   ; S      ; 70         ; ?        ; cheio
4913131  ; 12626   ; E      ; 20         ; 26274    ; saiu
4915050  ; 12635   ; S      ; 50         ; ?        ; cheio
4915800  ; 12662   ; E      ; 70         ; ?        ; entrou
4917228  ; 12662   ; E      ; 70         ; 6381     ; saiu
4918898  ; 12664   ; O      ; 20         ; ?        ; entrou
4923005  ; 12627   ; E      ; 60         ; ?        ; cheio
4924598  ; 12664   ; O      ; 20         ; 11403    ; saiu
4939998  ; 12666   ; N      ; 30         ; ?        ; entrou
4944575  ; 12651   ; O      ; 50         ; ?        ; entrou
4941890  ; 12666   ; N      ; 30         ; 28882    ; saiu
4946670  ; 12651   ; O      ; 50         ; 44421    ; saiu
4948392  ; 12667   ; S      ; 80         ; ?        ; entrou
4948749  ; 12668   ; S      ; 20         ; ?        ; cheio
4949449  ; 12667   ; S      ; 80         ; 34073    ; saiu
4951754  ; 12669   ; N      ; 50         ; ?        ; entrou
4952840  ; 12673   ; E      ; 60         ; ?        ; cheio
4952893  ; 12670   ; E      ; 100        ; ?        ; cheio
4954069  ; 12671   ; O      ; 90         ; ?        ; entrou
4954618  ; 12689   ; O      ; 50         ; ?        ; cheio
4954051  ; 12669   ; N      ; 50         ; 36256    ; saiu
4956538  ; 12671   ; O      ; 90         ; 37271    ; saiu
4961154  ; 12715   ; S      ; 40         ; ?        ; entrou
4961155  ; 12716   ; N      ; 50         ; ?        ; cheio
4962080  ; 12717   ; S      ; 90         ; ?        ; entrou
4962934  ; 12718   ; O      ; 60         ; ?        ; cheio
4962053  ; 12715   ; S      ; 40         ; 4665     ; saiu
4964142  ; 12717   ; S      ; 90         ; 4982     ; saiu
4998785  ; 12730   ; N      ; 70         ; ?        ; entrou
4999073  ; 12731   ; N      ; 80         ; ?        ; cheio
5000077  ; 12730   ; N      ; 70         ; 32351    ; saiu
5013474  ; 12736   ; O      ; 30         ; ?        ; entrou
5014014  ; 12736   ; O      ; 30         ; 42824    ; saiu
5014771  ; 12733   ; E      ; 20         ; ?        ; entrou
5015270  ; 12733   ; E      ; 20         ; 45680    ; saiu
5018318  ; 12790   ; E      ; 10         ; ?        ; entrou
5019085  ; 12790   ; E      ; 10         ; 13262    ; saiu
5030087  ; 12782   ; O      ; 70         ; ?        ; entrou
5030186  ; 12783   ; N      ; 80         ; ?        ; cheio
5033364  ; 12782   ; O      ; 70         ; 32399    ; saiu
5034489  ; 12780   ; S      ; 20         ; ?        ; entrou
5034489  ; 12824   ; S      ; 90         ; ?        ; entrou
5035097  ; 12824   ; S      ; 90         ; 4973     ; saiu
5035096  ; 12780   ; S      ; 20         ; 15197    ; saiu
5036018  ; 12787   ; S      ; 100        ; ?        ; entrou
5044482  ; 12832   ; E      ; 90         ; ?        ; entrou
5044480  ; 12787   ; S      ; 100        ; 40313    ; saiu
5045327  ; 12834   ; O      ; 10         ; ?        ; cheio
5046462  ; 12832   ; E      ; 90         ; 9394     ; saiu
5051492  ; 12835   ; E      ; 90         ; ?        ; entrou
5051949  ; 12835   ; E      ; 90         ; 6262     ; saiu
5054794  ; 12855   ; N      ; 50         ; ?        ; entrou
5057677  ; 12823   ; E      ; 100        ; ?        ; entrou
5057678  ; 12855   ; N      ; 50         ; 5098     ; saiu
5058222  ; 12823   ; E      ; 100        ; 11523    ; saiu
5059085  ; 12839   ; N      ; 70         ; ?        ; entrou
5059472  ; 12839   ; N      ; 70         ; 13187    ; saiu
5066092  ; 12830   ; S      ; 90         ; ?        ; entrou
5070835  ; 12830   ; S      ; 90         ; 35369    ; saiu
5072120  ; 12853   ; O      ; 20         ; ?        ; cheio
5071994  ; 12829   ; S      ; 20         ; ?        ; entrou
5075608  ; 12862   ; S      ; 70         ; ?        ; entrou
5077305  ; 12856   ; E      ; 90         ; ?        ; cheio
5077212  ; 12862   ; S      ; 70         ; 23398    ; saiu
5075389  ; 12829   ; S      ; 20         ; 19840    ; saiu
5081117  ; 12854   ; S      ; 80         ; ?        ; entrou
5083760  ; 12852   ; O      ; 10         ; ?        ; cheio
5084974  ; 12858   ; S      ; 30         ; ?        ; cheio
5083845  ; 12854   ; S      ; 80         ; 24591    ; saiu
5086807  ; 12881   ; O      ; 90         ; ?        ; entrou
5087315  ; 12881   ; O      ; 90         ; 14027    ; saiu
5094996  ; 12884   ; S      ; 60         ; ?        ; entrou
5096717  ; 12879   ; E      ; 70         ; ?        ; cheio
5095309  ; 12878   ; O      ; 50         ; ?        ; cheio
5097820  ; 12884   ; S      ; 60         ; 19618    ; saiu
5107242  ; 12913   ; S      ; 50         ; ?        ; entrou
5108824  ; 12913   ; S      ; 50         ; 15876    ; saiu
5111531  ; 12887   ; O      ; 10         ; ?        ; entrou
5111938  ; 12919   ; N      ; 40         ; ?        ; entrou
5112336  ; 12887   ; O      ; 10         ; 30676    ; saiu
5113114  ; 12917   ; O      ; 10         ; ?        ; entrou
5112826  ; 12919   ; N      ; 40         ; 13026    ; saiu
5114086  ; 12917   ; O      ; 10         ; 15373    ; saiu
5119810  ; 12883   ; E      ; 90         ; ?        ; entrou
5120414  ; 12886   ; N      ; 10         ; ?        ; cheio
5120711  ; 12890   ; E      ; 80         ; ?        ; cheio
5121639  ; 12888   ; N      ; 30         ; ?        ; entrou
5123184  ; 12898   ; S      ; 100        ; ?        ; cheio
5121630  ; 12883   ; E      ; 90         ; 48422    ; saiu
5125605  ; 12889   ; E      ; 100        ; ?        ; cheio
5125605  ; 12904   ; O      ; 40         ; ?        ; entrou
5125605  ; 12924   ; S      ; 30         ; ?        ; entrou
5125411  ; 12888   ; N      ; 30         ; 43409    ; saiu
5127189  ; 12899   ; E      ; 100        ; ?        ; entrou
5127190  ; 12924   ; S      ; 30         ; 22647    ; saiu
5129022  ; 12916   ; O      ; 20         ; ?        ; cheio
5128079  ; 12904   ; O      ; 40         ; 24850    ; saiu
5133757  ; 12937   ; N      ; 10         ; ?        ; cheio
5135006  ; 12936   ; N      ; 70         ; ?        ; cheio
5139445  ; 12939   ; S      ; 30         ; ?        ; cheio
5139384  ; 12942   ; E      ; 80         ; ?        ; cheio
5147012  ; 12947   ; S      ; 10         ; ?        ; cheio
5147040  ; 12941   ; S      ; 70         ; ?        ; cheio
5155512  ; 12954   ; E      ; 100        ; ?        ; cheio
5158933  ; 12957   ; S      ; 80         ; ?        ; entrou
5158777  ; 12955   ; E      ; 20         ; ?        ; entrou
5157425  ; 12899   ; E      ; 100        ; 69279    ; saiu
5159882  ; 12957   ; S      ; 80         ; 8508     ; saiu
5161019  ; 12946   ; N      ; 100        ; ?        ; cheio
5162314  ; 12955   ; E      ; 20         ; 14021    ; saiu
5164344  ; 12962   ; S      ; 10         ; ?        ; entrou
5166768  ; 12962   ; S      ; 10         ; 10738    ; saiu
5169976  ; 12960   ; N      ; 60         ; ?        ; entrou
5170970  ; 12965   ; O      ; 30         ; ?        ; cheio
5172389  ; 12960   ; N      ; 60         ; 16562    ; saiu
5177469  ; 12973   ; N      ; 60         ; ?        ; entrou
5178907  ; 12973   ; N      ; 60         ; 7792     ; saiu
5180349  ; 12976   ; S      ; 60         ; ?        ; entrou
5182604  ; 12976   ; S      ; 60         ; 7206     ; saiu
5188218  ; 12983   ; O      ; 70         ; ?        ; cheio
5190322  ; 12981   ; E      ; 100        ; ?        ; entrou
5191132  ; 12981   ; E      ; 100        ; 10885    ; saiu
5194216  ; 12987   ; N      ; 30         ; ?        ; entrou
5195393  ; 12987   ; N      ; 30         ; 4990     ; saiu
5197874  ; 12990   ; O      ; 90         ; ?        ; entrou
5198094  ; 12986   ; O      ; 30         ; ?        ; entrou
5199240  ; 12986   ; O      ; 30         ; 10833    ; saiu
5199529  ; 12990   ; O      ; 90         ; 6385     ; saiu
5205417  ; 12998   ; E      ; 40         ; ?        ; entrou
5206297  ; 12998   ; E      ; 40         ; 4635     ; saiu
5207492  ; 12997   ; N      ; 20         ; ?        ; entrou
5207724  ; 12997   ; N      ; 20         ; 5576     ; saiu
5210107  ; 13006   ; S      ; 80         ; ?        ; entrou
5213078  ; 13007   ; E      ; 30         ; ?        ; entrou
5212852  ; 13006   ; S      ; 80         ; 6016     ; saiu
5215213  ; 13007   ; E      ; 30         ; 7398     ; saiu
5222537  ; 13012   ; S      ; 60         ; ?        ; entrou
5222828  ; 13016   ; S      ; 10         ; ?        ; cheio
5224767  ; 13012   ; S      ; 60         ; 11600    ; saiu
5227478  ; 12993   ; S      ; 20         ; ?        ; entrou
5228721  ; 12993   ; S      ; 20         ; 33917    ; saiu
5232288  ; 13013   ; O      ; 80         ; ?        ; entrou
5233157  ; 13013   ; O      ; 80         ; 7815     ; saiu
5236141  ; 13024   ; O      ; 30         ; ?        ; entrou
5241368  ; 13025   ; E      ; 100        ; ?        ; entrou
5242614  ; 13024   ; O      ; 30         ; 15408    ; saiu
5244127  ; 13026   ; E      ; 70         ; ?        ; cheio
5242618  ; 13025   ; E      ; 100        ; 14096    ; saiu
5245499  ; 13029   ; S      ; 80         ; ?        ; entrou
5245923  ; 13028   ; E      ; 90         ; ?        ; cheio
5246465  ; 13029   ; S      ; 80         ; 11888    ; saiu
