t(ticks) ; id_viat ; destin ; t_estacion ;  t_vida  ; observ
5955048  ; 13505   ; E      ; 60         ; 77620    ; saiu
5958272  ; 13493   ; N      ; 80         ; ?        ; entrou
5960339  ; 13531   ; N      ; 90         ; ?        ; entrou
5960177  ; 13498   ; N      ; 70         ; 84058    ; saiu
5959920  ; 13493   ; N      ; 80         ; 88542    ; saiu
5961377  ; 13531   ; N      ; 90         ; 42029    ; saiu
5965819  ; 13526   ; N      ; 60         ; ?        ; entrou
5966879  ; 13526   ; N      ; 60         ; 53448    ; saiu
5980199  ; 13520   ; E      ; 90         ; ?        ; cheio
5981706  ; 13518   ; E      ; 100        ; ?        ; cheio
5982706  ; 13521   ; E      ; 10         ; ?        ; entrou
5984642  ; 13503   ; E      ; 60         ; ?        ; cheio
5985076  ; 13522   ; E      ; 40         ; ?        ; cheio
5986087  ; 13527   ; E      ; 100        ; ?        ; cheio
5987987  ; 13519   ; E      ; 10         ; ?        ; cheio
5988579  ; 13523   ; E      ; 40         ; ?        ; cheio
5989587  ; 13521   ; E      ; 10         ; 81937    ; saiu
5990836  ; 13557   ; E      ; 70         ; ?        ; entrou
5991254  ; 13557   ; E      ; 70         ; 27644    ; saiu
5996138  ; 13516   ; N      ; 10         ; ?        ; entrou
5996210  ; 13511   ; S      ; 80         ; ?        ; cheio
5998375  ; 13553   ; O      ; 60         ; ?        ; cheio
5998684  ; 13512   ; S      ; 70         ; ?        ; cheio
5998872  ; 13504   ; S      ; 60         ; ?        ; cheio
6000279  ; 13576   ; S      ; 100        ; ?        ; entrou
6000924  ; 13532   ; O      ; 20         ; ?        ; cheio
6002310  ; 13544   ; O      ; 30         ; ?        ; cheio
6003829  ; 13534   ; S      ; 50         ; ?        ; cheio
6005952  ; 13517   ; S      ; 50         ; ?        ; cheio
6005579  ; 13516   ; N      ; 10         ; 109975   ; saiu
6007530  ; 13514   ; S      ; 60         ; ?        ; cheio
6008439  ; 13530   ; S      ; 60         ; ?        ; cheio
6010910  ; 13561   ; S      ; 30         ; ?        ; cheio
6013733  ; 13545   ; S      ; 60         ; ?        ; cheio
6015830  ; 13533   ; S      ; 10         ; ?        ; cheio
6016536  ; 13515   ; O      ; 50         ; ?        ; entrou
6015518  ; 13576   ; S      ; 100        ; 39040    ; saiu
6019339  ; 13515   ; O      ; 50         ; 125884   ; saiu
6025132  ; 13513   ; S      ; 100        ; ?        ; entrou
6028374  ; 13593   ; E      ; 30         ; ?        ; cheio
6026737  ; 13513   ; S      ; 100        ; 144223   ; saiu
6028400  ; 13587   ; O      ; 20         ; ?        ; entrou
6030351  ; 13589   ; O      ; 100        ; ?        ; cheio
6030345  ; 13603   ; O      ; 80         ; ?        ; cheio
6025610  ; 13578   ; E      ; 60         ; ?        ; cheio
6033463  ; 13602   ; E      ; 70         ; ?        ; entrou
6034863  ; 13598   ; N      ; 60         ; ?        ; entrou
6032369  ; 13587   ; O      ; 20         ; 30799    ; saiu
6034856  ; 13602   ; E      ; 70         ; 13603    ; saiu
6036711  ; 13596   ; N      ; 80         ; ?        ; entrou
6036790  ; 13598   ; N      ; 60         ; 19233    ; saiu
6037914  ; 13596   ; N      ; 80         ; 24943    ; saiu
6042957  ; 13600   ; O      ; 100        ; ?        ; entrou
6043181  ; 13588   ; S      ; 20         ; ?        ; cheio
6043647  ; 13607   ; N      ; 100        ; ?        ; cheio
6044764  ; 13600   ; O      ; 100        ; 23282    ; saiu
6046263  ; 13618   ; E      ; 50         ; ?        ; entrou
6046731  ; 13618   ; E      ; 50         ; 2651     ; saiu
6047965  ; 13608   ; O      ; 100        ; ?        ; entrou
6049061  ; 13608   ; O      ; 100        ; 18245    ; saiu
6048496  ; 13610   ; N      ; 40         ; ?        ; entrou
6051169  ; 13579   ; S      ; 40         ; ?        ; cheio
6050839  ; 13610   ; N      ; 40         ; 5750     ; saiu
6052416  ; 13586   ; E      ; 90         ; ?        ; cheio
6052980  ; 13581   ; N      ; 20         ; ?        ; cheio
6053840  ; 13580   ; N      ; 100        ; ?        ; entrou
6053841  ; 13583   ; E      ; 40         ; ?        ; cheio
6054106  ; 13594   ; O      ; 50         ; ?        ; cheio
6054969  ; 13595   ; E      ; 100        ; ?        ; cheio
6054968  ; 13580   ; N      ; 100        ; 64923    ; saiu
6059162  ; 13605   ; E      ; 50         ; ?        ; entrou
6060962  ; 13615   ; E      ; 100        ; ?        ; cheio
6062682  ; 13630   ; O      ; 10         ; ?        ; cheio
6062679  ; 13617   ; S      ; 40         ; ?        ; entrou
6063164  ; 13605   ; E      ; 50         ; 17876    ; saiu
6064062  ; 13617   ; S      ; 40         ; 8149     ; saiu
6069314  ; 13591   ; S      ; 20         ; ?        ; cheio
6070193  ; 13619   ; N      ; 30         ; ?        ; entrou
6070716  ; 13628   ; E      ; 80         ; ?        ; cheio
6071278  ; 13629   ; O      ; 100        ; ?        ; entrou
6071962  ; 13620   ; E      ; 50         ; ?        ; entrou
6071490  ; 13619   ; N      ; 30         ; 8643     ; saiu
6073031  ; 13620   ; E      ; 50         ; 26633    ; saiu
6074654  ; 13635   ; O      ; 70         ; ?        ; entrou
6074631  ; 13629   ; O      ; 100        ; 18009    ; saiu
6075663  ; 13635   ; O      ; 70         ; 9422     ; saiu
6076925  ; 13601   ; S      ; 50         ; ?        ; entrou
6076927  ; 13597   ; S      ; 70         ; ?        ; cheio
6079066  ; 13622   ; N      ; 70         ; ?        ; cheio
6081373  ; 13604   ; S      ; 40         ; ?        ; cheio
6081376  ; 13637   ; S      ; 50         ; ?        ; entrou
6079064  ; 13614   ; S      ; 50         ; ?        ; cheio
6079060  ; 13601   ; S      ; 50         ; 59277    ; saiu
6081372  ; 13636   ; O      ; 60         ; ?        ; entrou
6083490  ; 13638   ; O      ; 70         ; ?        ; cheio
6083489  ; 13636   ; O      ; 60         ; 17233    ; saiu
6085448  ; 13637   ; S      ; 50         ; 17813    ; saiu
6088578  ; 13639   ; O      ; 80         ; ?        ; cheio
6088561  ; 13616   ; O      ; 70         ; ?        ; cheio
6088563  ; 13621   ; E      ; 20         ; ?        ; entrou
6090100  ; 13612   ; O      ; 80         ; ?        ; cheio
6089978  ; 13631   ; N      ; 100        ; ?        ; cheio
6091671  ; 13640   ; O      ; 90         ; ?        ; cheio
6091493  ; 13621   ; E      ; 20         ; 31554    ; saiu
6094239  ; 13641   ; N      ; 30         ; ?        ; entrou
6094350  ; 13632   ; S      ; 60         ; ?        ; cheio
6095379  ; 13633   ; N      ; 10         ; ?        ; entrou
6097094  ; 13626   ; O      ; 100        ; ?        ; cheio
6095596  ; 13641   ; N      ; 30         ; 13594    ; saiu
6096958  ; 13633   ; N      ; 10         ; 25506    ; saiu
6097006  ; 13644   ; N      ; 10         ; ?        ; entrou
6098607  ; 13627   ; E      ; 80         ; ?        ; cheio
6101284  ; 13624   ; S      ; 80         ; ?        ; cheio
6101119  ; 13634   ; O      ; 70         ; ?        ; cheio
6102196  ; 13643   ; N      ; 20         ; ?        ; cheio
6103037  ; 13645   ; O      ; 60         ; ?        ; cheio
6103898  ; 13644   ; N      ; 10         ; 12596    ; saiu
6105018  ; 13625   ; O      ; 30         ; ?        ; entrou
6106376  ; 13642   ; S      ; 30         ; ?        ; cheio
6106513  ; 13625   ; O      ; 30         ; 30255    ; saiu
6109437  ; 13649   ; E      ; 50         ; ?        ; entrou
6109375  ; 13646   ; S      ; 60         ; ?        ; cheio
6111431  ; 13648   ; S      ; 10         ; ?        ; entrou
6112459  ; 13648   ; S      ; 10         ; 8968     ; saiu
6113743  ; 13649   ; E      ; 50         ; 9889     ; saiu
6117812  ; 13650   ; N      ; 40         ; ?        ; entrou
6118853  ; 13650   ; N      ; 40         ; 12223    ; saiu
6122576  ; 13653   ; N      ; 30         ; ?        ; entrou
6123701  ; 13653   ; N      ; 30         ; 10857    ; saiu
6126397  ; 13652   ; S      ; 20         ; ?        ; entrou
6127882  ; 13652   ; S      ; 20         ; 14212    ; saiu
6131278  ; 13655   ; E      ; 80         ; ?        ; entrou
6132264  ; 13661   ; N      ; 40         ; ?        ; entrou
6133170  ; 13655   ; E      ; 80         ; 15356    ; saiu
6134899  ; 13657   ; S      ; 60         ; ?        ; cheio
6134783  ; 13661   ; N      ; 40         ; 11796    ; saiu
6138710  ; 13647   ; E      ; 100        ; ?        ; entrou
6139922  ; 13660   ; S      ; 70         ; ?        ; cheio
6139912  ; 13663   ; O      ; 40         ; ?        ; entrou
6142219  ; 13658   ; N      ; 20         ; ?        ; cheio
6143826  ; 13664   ; E      ; 40         ; ?        ; cheio
6142234  ; 13663   ; O      ; 40         ; 11613    ; saiu
6139878  ; 13647   ; E      ; 100        ; 44002    ; saiu
6142074  ; 13662   ; E      ; 40         ; ?        ; entrou
6147035  ; 13662   ; E      ; 40         ; 20438    ; saiu
6150618  ; 13666   ; S      ; 90         ; ?        ; entrou
6151642  ; 13666   ; S      ; 90         ; 12239    ; saiu
6153278  ; 13667   ; O      ; 50         ; ?        ; cheio
6154003  ; 13669   ; O      ; 10         ; ?        ; cheio
6154842  ; 13668   ; E      ; 90         ; ?        ; entrou
6155560  ; 13668   ; E      ; 90         ; 9860     ; saiu
6159599  ; 13671   ; N      ; 90         ; ?        ; cheio
6160968  ; 13670   ; S      ; 50         ; ?        ; entrou
6161640  ; 13673   ; N      ; 20         ; ?        ; cheio
6162898  ; 13670   ; S      ; 50         ; 14472    ; saiu
6165131  ; 13675   ; N      ; 10         ; ?        ; cheio
6165845  ; 13674   ; E      ; 50         ; ?        ; entrou
6166690  ; 13672   ; E      ; 10         ; ?        ; entrou
6167269  ; 13679   ; N      ; 30         ; ?        ; cheio
6166523  ; 13674   ; E      ; 50         ; 17429    ; saiu
6171532  ; 13676   ; N      ; 50         ; ?        ; cheio
6172673  ; 13672   ; E      ; 10         ; 22967    ; saiu
6173680  ; 13678   ; N      ; 10         ; ?        ; entrou
6176104  ; 13683   ; E      ; 50         ; ?        ; cheio
6176093  ; 13682   ; N      ; 20         ; ?        ; cheio
6175753  ; 13678   ; N      ; 10         ; 17524    ; saiu
6177659  ; 13677   ; N      ; 40         ; ?        ; entrou
6177893  ; 13677   ; N      ; 40         ; 21385    ; saiu
6179573  ; 13680   ; N      ; 90         ; ?        ; entrou
6180589  ; 13680   ; N      ; 90         ; 16342    ; saiu
6184804  ; 13651   ; S      ; 20         ; ?        ; entrou
6185817  ; 13651   ; S      ; 20         ; 49268    ; saiu
6189122  ; 13684   ; O      ; 100        ; ?        ; entrou
6190015  ; 13684   ; O      ; 100        ; 13813    ; saiu
6194448  ; 13685   ; E      ; 90         ; ?        ; cheio
6197160  ; 13681   ; N      ; 30         ; ?        ; entrou
6198274  ; 13681   ; N      ; 30         ; 32725    ; saiu
6200751  ; 13687   ; E      ; 90         ; ?        ; entrou
6200798  ; 13689   ; N      ; 40         ; ?        ; cheio
6202749  ; 13686   ; O      ; 10         ; ?        ; cheio
6204533  ; 13694   ; S      ; 10         ; ?        ; cheio
6206199  ; 13695   ; E      ; 60         ; ?        ; entrou
6204706  ; 13687   ; E      ; 90         ; 26817    ; saiu
6209319  ; 13705   ; N      ; 60         ; ?        ; entrou
6210653  ; 13695   ; E      ; 60         ; 23326    ; saiu
6210655  ; 13705   ; N      ; 60         ; 13863    ; saiu
6213368  ; 13712   ; E      ; 90         ; ?        ; cheio
6215331  ; 13701   ; N      ; 80         ; ?        ; cheio
6217725  ; 13697   ; S      ; 80         ; ?        ; entrou
6217724  ; 13696   ; N      ; 90         ; ?        ; cheio
6217680  ; 13698   ; S      ; 50         ; ?        ; cheio
6219235  ; 13700   ; N      ; 90         ; ?        ; cheio
6219209  ; 13707   ; S      ; 30         ; ?        ; cheio
6215524  ; 13693   ; O      ; 70         ; ?        ; entrou
6219590  ; 13718   ; E      ; 20         ; ?        ; cheio
6221668  ; 13714   ; O      ; 80         ; ?        ; cheio
6223890  ; 13719   ; N      ; 70         ; ?        ; cheio
6221641  ; 13693   ; O      ; 70         ; 37922    ; saiu
6223745  ; 13716   ; O      ; 10         ; ?        ; entrou
6226032  ; 13697   ; S      ; 80         ; 35948    ; saiu
6227751  ; 13716   ; O      ; 10         ; 17959    ; saiu
6230246  ; 13720   ; N      ; 10         ; ?        ; entrou
6234333  ; 13724   ; N      ; 70         ; ?        ; entrou
6233087  ; 13720   ; N      ; 10         ; 7134     ; saiu
6236657  ; 13725   ; E      ; 50         ; ?        ; entrou
6239498  ; 13723   ; E      ; 70         ; ?        ; entrou
6239512  ; 13725   ; E      ; 50         ; 9169     ; saiu
6235640  ; 13724   ; N      ; 70         ; 11702    ; saiu
6242570  ; 13723   ; E      ; 70         ; 15396    ; saiu
6246679  ; 13729   ; O      ; 70         ; ?        ; entrou
6247747  ; 13729   ; O      ; 70         ; 9070     ; saiu
6251707  ; 13735   ; O      ; 60         ; ?        ; cheio
6251740  ; 13731   ; N      ; 30         ; ?        ; entrou
6252587  ; 13733   ; N      ; 80         ; ?        ; entrou
6257345  ; 13738   ; E      ; 10         ; ?        ; entrou
6253044  ; 13731   ; N      ; 30         ; 17867    ; saiu
6253742  ; 13733   ; N      ; 80         ; 14106    ; saiu
6260059  ; 13739   ; E      ; 40         ; ?        ; cheio
6259479  ; 13738   ; E      ; 10         ; 9586     ; saiu
6260682  ; 13740   ; O      ; 50         ; ?        ; cheio
6265234  ; 13722   ; S      ; 100        ; ?        ; entrou
6265234  ; 13721   ; E      ; 50         ; ?        ; cheio
6266883  ; 13728   ; O      ; 50         ; ?        ; cheio
6267462  ; 13727   ; O      ; 10         ; ?        ; cheio
6269610  ; 13748   ; O      ; 80         ; ?        ; cheio
6271107  ; 13730   ; O      ; 80         ; ?        ; entrou
6267463  ; 13722   ; S      ; 100        ; 42465    ; saiu
6273237  ; 13749   ; S      ; 10         ; ?        ; entrou
6274381  ; 13749   ; S      ; 10         ; 10130    ; saiu
6275686  ; 13730   ; O      ; 80         ; 18603    ; saiu
6279754  ; 13743   ; O      ; 60         ; ?        ; entrou
6281189  ; 13750   ; O      ; 40         ; ?        ; entrou
6281667  ; 13743   ; O      ; 60         ; 13460    ; saiu
6283043  ; 13754   ; O      ; 20         ; ?        ; cheio
6284536  ; 13750   ; O      ; 40         ; 17537    ; saiu
6286913  ; 13751   ; O      ; 50         ; ?        ; entrou
6287647  ; 13752   ; O      ; 10         ; ?        ; cheio
6289378  ; 13760   ; E      ; 70         ; ?        ; entrou
6289372  ; 13751   ; O      ; 50         ; 17181    ; saiu
6292112  ; 13756   ; O      ; 60         ; ?        ; entrou
6293316  ; 13756   ; O      ; 60         ; 4787     ; saiu
6295955  ; 13760   ; E      ; 70         ; 13518    ; saiu
6296509  ; 13762   ; O      ; 70         ; ?        ; entrou
6297718  ; 13762   ; O      ; 70         ; 8500     ; saiu
6300752  ; 13771   ; O      ; 80         ; ?        ; entrou
6302048  ; 13771   ; O      ; 80         ; 5077     ; saiu
6316646  ; 13781   ; E      ; 100        ; ?        ; entrou
6318360  ; 13781   ; E      ; 100        ; 16171    ; saiu
6322047  ; 13763   ; N      ; 90         ; ?        ; entrou
6323867  ; 13764   ; O      ; 60         ; ?        ; entrou
6323487  ; 13763   ; N      ; 90         ; 33865    ; saiu
6325976  ; 13773   ; N      ; 30         ; ?        ; entrou
6325961  ; 13764   ; O      ; 60         ; 35706    ; saiu
6327185  ; 13770   ; S      ; 80         ; ?        ; cheio
6328844  ; 13806   ; N      ; 60         ; ?        ; entrou
6328981  ; 13773   ; N      ; 30         ; 30759    ; saiu
6329824  ; 13806   ; N      ; 60         ; 6977     ; saiu
6334827  ; 13810   ; E      ; 90         ; ?        ; entrou
6335657  ; 13810   ; E      ; 90         ; 4819     ; saiu
6339565  ; 13811   ; O      ; 60         ; ?        ; entrou
6340537  ; 13811   ; O      ; 60         ; 8416     ; saiu
6343173  ; 13808   ; E      ; 30         ; ?        ; cheio
6344241  ; 13816   ; S      ; 20         ; ?        ; entrou
6348637  ; 13820   ; N      ; 70         ; ?        ; entrou
6345553  ; 13816   ; S      ; 20         ; 10000    ; saiu
6350482  ; 13820   ; N      ; 70         ; 8594     ; saiu
6353533  ; 13821   ; N      ; 20         ; ?        ; entrou
6353886  ; 13827   ; E      ; 10         ; ?        ; cheio
6356026  ; 13821   ; N      ; 20         ; 12951    ; saiu
6357250  ; 13824   ; S      ; 80         ; ?        ; cheio
6358419  ; 13826   ; E      ; 40         ; ?        ; entrou
6360545  ; 13833   ; E      ; 20         ; ?        ; entrou
6359103  ; 13826   ; E      ; 40         ; 5363     ; saiu
6361719  ; 13834   ; O      ; 50         ; ?        ; entrou
6361720  ; 13833   ; E      ; 20         ; 5311     ; saiu
6363727  ; 13834   ; O      ; 50         ; 6678     ; saiu
6372200  ; 13837   ; O      ; 90         ; ?        ; entrou
6374025  ; 13837   ; O      ; 90         ; 12842    ; saiu
6375857  ; 13838   ; N      ; 60         ; ?        ; entrou
6377553  ; 13836   ; N      ; 100        ; ?        ; entrou
6376899  ; 13838   ; N      ; 60         ; 15338    ; saiu
6378709  ; 13836   ; N      ; 100        ; 19243    ; saiu
6380961  ; 13853   ; S      ; 80         ; ?        ; entrou
6383525  ; 13858   ; N      ; 20         ; ?        ; entrou
6382696  ; 13853   ; S      ; 80         ; 10891    ; saiu
6385358  ; 13858   ; N      ; 20         ; 6535     ; saiu
6390349  ; 13867   ; N      ; 60         ; ?        ; entrou
6392276  ; 13864   ; E      ; 90         ; ?        ; entrou
6393041  ; 13867   ; N      ; 60         ; 6527     ; saiu
6393184  ; 13864   ; E      ; 90         ; 7784     ; saiu
6399166  ; 13877   ; S      ; 90         ; ?        ; entrou
6400118  ; 13877   ; S      ; 90         ; 5568     ; saiu
6404319  ; 13879   ; S      ; 20         ; ?        ; entrou
6405374  ; 13879   ; S      ; 20         ; 9378     ; saiu
6408547  ; 13865   ; O      ; 30         ; ?        ; entrou
6409594  ; 13865   ; O      ; 30         ; 16129    ; saiu
6415053  ; 13893   ; S      ; 20         ; ?        ; cheio
6415169  ; 13884   ; S      ; 60         ; ?        ; entrou
6417754  ; 13884   ; S      ; 60         ; 17804    ; saiu
6431744  ; 13908   ; N      ; 10         ; ?        ; entrou
6432713  ; 13902   ; E      ; 70         ; ?        ; entrou
6437802  ; 13902   ; E      ; 70         ; 17877    ; saiu
6432622  ; 13908   ; N      ; 10         ; 13966    ; saiu
6441429  ; 13917   ; S      ; 50         ; ?        ; entrou
6442851  ; 13917   ; S      ; 50         ; 13434    ; saiu
6460636  ; 13924   ; S      ; 100        ; ?        ; entrou
6462643  ; 13926   ; E      ; 30         ; ?        ; cheio
6462453  ; 13924   ; S      ; 100        ; 21699    ; saiu
6465238  ; 13923   ; S      ; 60         ; ?        ; entrou
6465913  ; 13923   ; S      ; 60         ; 25857    ; saiu
6470939  ; 13955   ; O      ; 60         ; ?        ; entrou
6471984  ; 13955   ; O      ; 60         ; 5352     ; saiu
6481859  ; 13969   ; O      ; 80         ; ?        ; entrou
6482875  ; 13969   ; O      ; 80         ; 4282     ; saiu
6489555  ; 13952   ; E      ; 40         ; ?        ; entrou
6491011  ; 13952   ; E      ; 40         ; 5957     ; saiu
6494865  ; 13980   ; S      ; 60         ; ?        ; entrou
6495907  ; 13980   ; S      ; 60         ; 6994     ; saiu
6504882  ; 13981   ; N      ; 40         ; ?        ; entrou
6506068  ; 13953   ; O      ; 60         ; ?        ; cheio
6507330  ; 13949   ; E      ; 20         ; ?        ; cheio
6507537  ; 13962   ; O      ; 90         ; ?        ; cheio
6509084  ; 13984   ; E      ; 100        ; ?        ; entrou
6509081  ; 13981   ; N      ; 40         ; 20624    ; saiu
6511141  ; 13984   ; E      ; 100        ; 18311    ; saiu
6515371  ; 13988   ; O      ; 60         ; ?        ; entrou
6516376  ; 13997   ; E      ; 70         ; ?        ; cheio
6517389  ; 13998   ; O      ; 10         ; ?        ; cheio
6519666  ; 13995   ; E      ; 70         ; ?        ; cheio
6519538  ; 14004   ; O      ; 50         ; ?        ; entrou
6520323  ; 13988   ; O      ; 60         ; 24555    ; saiu
6524900  ; 14004   ; O      ; 50         ; 12895    ; saiu
6529777  ; 14005   ; E      ; 30         ; ?        ; entrou
6531247  ; 14010   ; O      ; 80         ; ?        ; entrou
6531076  ; 14005   ; E      ; 30         ; 16396    ; saiu
6532885  ; 14010   ; O      ; 80         ; 11968    ; saiu
6537331  ; 14012   ; N      ; 40         ; ?        ; entrou
6538694  ; 14014   ; S      ; 10         ; ?        ; entrou
6538683  ; 14012   ; N      ; 40         ; 12692    ; saiu
6541482  ; 14013   ; E      ; 60         ; ?        ; entrou
6540148  ; 14014   ; S      ; 10         ; 8538     ; saiu
6542784  ; 14013   ; E      ; 60         ; 11108    ; saiu
6543978  ; 14017   ; S      ; 20         ; ?        ; entrou
6544882  ; 14015   ; N      ; 100        ; ?        ; cheio
6546499  ; 14017   ; S      ; 20         ; 8637     ; saiu
6545097  ; 14019   ; E      ; 90         ; ?        ; cheio
6548245  ; 14016   ; E      ; 50         ; ?        ; entrou
6549727  ; 14023   ; O      ; 90         ; ?        ; cheio
6549626  ; 14018   ; O      ; 30         ; ?        ; cheio
6551078  ; 14024   ; O      ; 90         ; ?        ; entrou
6553249  ; 14024   ; O      ; 90         ; 7261     ; saiu
6555982  ; 14016   ; E      ; 50         ; 20016    ; saiu
6561181  ; 14020   ; O      ; 100        ; ?        ; entrou
6563383  ; 14026   ; E      ; 30         ; ?        ; cheio
6566971  ; 14030   ; S      ; 10         ; ?        ; cheio
6569151  ; 14031   ; E      ; 20         ; ?        ; cheio
6569606  ; 14037   ; N      ; 20         ; ?        ; cheio
6572394  ; 14029   ; N      ; 70         ; ?        ; entrou
6571703  ; 14020   ; O      ; 100        ; 29903    ; saiu
6573607  ; 14029   ; N      ; 70         ; 23392    ; saiu
6576877  ; 14039   ; N      ; 80         ; ?        ; entrou
6579966  ; 14039   ; N      ; 80         ; 14394    ; saiu
6581386  ; 14040   ; E      ; 30         ; ?        ; entrou
6584212  ; 14041   ; S      ; 60         ; ?        ; entrou
6583824  ; 14040   ; E      ; 30         ; 14298    ; saiu
6585326  ; 14041   ; S      ; 60         ; 13008    ; saiu
6588739  ; 14046   ; O      ; 60         ; ?        ; cheio
6589803  ; 14042   ; E      ; 70         ; ?        ; entrou
6592077  ; 14043   ; O      ; 90         ; ?        ; cheio
6590887  ; 14045   ; N      ; 80         ; ?        ; cheio
6595787  ; 14047   ; S      ; 20         ; ?        ; entrou
6594202  ; 14042   ; E      ; 70         ; 22091    ; saiu
6598755  ; 14055   ; N      ; 70         ; ?        ; entrou
6598631  ; 14047   ; S      ; 20         ; 13451    ; saiu
6601650  ; 14049   ; S      ; 10         ; ?        ; entrou
6600061  ; 14055   ; N      ; 70         ; 6232     ; saiu
6603006  ; 14052   ; N      ; 10         ; ?        ; cheio
6603872  ; 14050   ; O      ; 50         ; ?        ; cheio
6605092  ; 14058   ; S      ; 60         ; ?        ; cheio
6606592  ; 14049   ; S      ; 10         ; 18853    ; saiu
6609138  ; 14062   ; N      ; 50         ; ?        ; entrou
6610362  ; 14054   ; S      ; 80         ; ?        ; entrou
6610371  ; 14062   ; N      ; 50         ; 6795     ; saiu
6611560  ; 14054   ; S      ; 80         ; 19534    ; saiu
6618115  ; 14060   ; N      ; 50         ; ?        ; entrou
6619326  ; 14065   ; S      ; 70         ; ?        ; cheio
6619488  ; 14060   ; N      ; 50         ; 14352    ; saiu
6627808  ; 14066   ; N      ; 30         ; ?        ; entrou
6629046  ; 14066   ; N      ; 30         ; 15015    ; saiu
6631251  ; 14072   ; O      ; 40         ; ?        ; entrou
6632501  ; 14071   ; O      ; 50         ; ?        ; entrou
6633416  ; 14071   ; O      ; 50         ; 14923    ; saiu
6635114  ; 14070   ; S      ; 80         ; ?        ; cheio
6636628  ; 14072   ; O      ; 40         ; 15758    ; saiu
6639055  ; 14068   ; E      ; 30         ; ?        ; entrou
6640397  ; 14068   ; E      ; 30         ; 26076    ; saiu
6642080  ; 14075   ; E      ; 90         ; ?        ; entrou
6642966  ; 14075   ; E      ; 90         ; 19689    ; saiu
6644661  ; 14076   ; O      ; 70         ; ?        ; entrou
6646023  ; 14076   ; O      ; 70         ; 22212    ; saiu
6648662  ; 14074   ; S      ; 90         ; ?        ; entrou
6650518  ; 14078   ; E      ; 20         ; ?        ; cheio
6651625  ; 14074   ; S      ; 90         ; 29682    ; saiu
6655105  ; 14085   ; E      ; 40         ; ?        ; cheio
6656591  ; 14094   ; S      ; 90         ; ?        ; entrou
6657267  ; 14092   ; S      ; 70         ; ?        ; entrou
6658412  ; 14092   ; S      ; 70         ; 22423    ; saiu
6660813  ; 14105   ; N      ; 100        ; ?        ; entrou
6658353  ; 14094   ; S      ; 90         ; 20935    ; saiu
6663946  ; 14093   ; N      ; 10         ; ?        ; entrou
6663617  ; 14089   ; O      ; 40         ; ?        ; cheio
6666363  ; 14105   ; N      ; 100        ; 15841    ; saiu
6668215  ; 14110   ; S      ; 10         ; ?        ; entrou
6669540  ; 14107   ; O      ; 20         ; ?        ; cheio
6668613  ; 14093   ; N      ; 10         ; 31250    ; saiu
6671154  ; 14110   ; S      ; 10         ; 7182     ; saiu
6674215  ; 14108   ; S      ; 30         ; ?        ; entrou
6677143  ; 14114   ; E      ; 70         ; ?        ; entrou
6678371  ; 14114   ; E      ; 70         ; 6481     ; saiu
6675425  ; 14108   ; S      ; 30         ; 22357    ; saiu
6683743  ; 14109   ; N      ; 60         ; ?        ; entrou
6686171  ; 14109   ; N      ; 60         ; 19693    ; saiu
6688927  ; 14118   ; N      ; 50         ; ?        ; entrou
6690361  ; 14119   ; E      ; 30         ; ?        ; cheio
6691580  ; 14123   ; S      ; 60         ; ?        ; cheio
6692946  ; 14118   ; N      ; 50         ; 13647    ; saiu
6695938  ; 14120   ; N      ; 30         ; ?        ; entrou
6697830  ; 14120   ; N      ; 30         ; 14454    ; saiu
6699655  ; 14124   ; O      ; 90         ; ?        ; entrou
6701424  ; 14124   ; O      ; 90         ; 13551    ; saiu
6705019  ; 14133   ; N      ; 20         ; ?        ; entrou
6703490  ; 14130   ; O      ; 100        ; ?        ; entrou
6705374  ; 14132   ; S      ; 40         ; ?        ; entrou
6706696  ; 14132   ; S      ; 40         ; 10024    ; saiu
6708880  ; 14133   ; N      ; 20         ; 11227    ; saiu
6710269  ; 14138   ; E      ; 20         ; ?        ; entrou
6706391  ; 14130   ; O      ; 100        ; 11824    ; saiu
6712913  ; 14138   ; E      ; 20         ; 10036    ; saiu
6715850  ; 14142   ; O      ; 50         ; ?        ; entrou
6717475  ; 14143   ; E      ; 70         ; ?        ; entrou
6717279  ; 14142   ; O      ; 50         ; 7022     ; saiu
6718846  ; 14143   ; E      ; 70         ; 9202     ; saiu
6726706  ; 14152   ; S      ; 40         ; ?        ; entrou
6727627  ; 14152   ; S      ; 40         ; 4991     ; saiu
6731205  ; 14144   ; N      ; 20         ; ?        ; entrou
6731207  ; 14145   ; E      ; 20         ; ?        ; cheio
6732687  ; 14159   ; E      ; 80         ; ?        ; entrou
6734451  ; 14159   ; E      ; 80         ; 6895     ; saiu
6737120  ; 14162   ; S      ; 50         ; ?        ; entrou
6735188  ; 14144   ; N      ; 20         ; 24785    ; saiu
6740095  ; 14162   ; S      ; 50         ; 10126    ; saiu
6745258  ; 14164   ; N      ; 70         ; ?        ; entrou
6747207  ; 14164   ; N      ; 70         ; 8668     ; saiu
6749704  ; 14169   ; S      ; 60         ; ?        ; entrou
6750776  ; 14169   ; S      ; 60         ; 9738     ; saiu
6759646  ; 14174   ; S      ; 90         ; ?        ; entrou
6761664  ; 14151   ; O      ; 30         ; ?        ; entrou
6760929  ; 14174   ; S      ; 90         ; 12938    ; saiu
6762815  ; 14170   ; O      ; 50         ; ?        ; cheio
