t(ticks) ; nlug ; id_viat ; observ
10394010 ; 1    ; 15086   ; entrou
10396617 ; 1    ; 15085   ; entrou
10396972 ; 1    ; 15086   ; saiu
10398781 ; 1    ; 15085   ; saiu
10398755 ; 1    ; 15092   ; entrou
10400319 ; 0    ; 15092   ; saiu
10408046 ; 1    ; 15100   ; entrou
10414743 ; 1    ; 15101   ; cheio
10413814 ; 1    ; 15099   ; cheio
10416691 ; 0    ; 15100   ; saiu
10427822 ; 1    ; 15105   ; entrou
10428736 ; 0    ; 15105   ; saiu
10431257 ; 1    ; 15103   ; entrou
10432305 ; 0    ; 15103   ; saiu
10434980 ; 1    ; 15107   ; entrou
10435641 ; 1    ; 15108   ; entrou
10435888 ; 1    ; 15107   ; saiu
10437047 ; 1    ; 15109   ; cheio
10440426 ; 0    ; 15108   ; saiu
10444541 ; 1    ; 15115   ; entrou
10446730 ; 0    ; 15115   ; saiu
10453178 ; 1    ; 15118   ; entrou
10453409 ; 1    ; 15117   ; cheio
10453816 ; 0    ; 15118   ; saiu
10454822 ; 1    ; 15119   ; entrou
10455337 ; 0    ; 15119   ; saiu
10455598 ; 1    ; 15121   ; entrou
10456142 ; 0    ; 15121   ; saiu
10459501 ; 1    ; 15122   ; entrou
10458846 ; 1    ; 15124   ; cheio
10460946 ; 0    ; 15122   ; saiu
10458580 ; 1    ; 15123   ; entrou
10465796 ; 1    ; 15127   ; cheio
10469762 ; 0    ; 15123   ; saiu
10469945 ; 1    ; 15128   ; entrou
10470586 ; 0    ; 15128   ; saiu
10471491 ; 1    ; 15130   ; entrou
10473617 ; 0    ; 15130   ; saiu
10478621 ; 1    ; 15137   ; entrou
10479625 ; 0    ; 15137   ; saiu
10477814 ; 1    ; 15132   ; entrou
10482122 ; 1    ; 15138   ; cheio
10477056 ; 1    ; 15129   ; cheio
10489439 ; 0    ; 15132   ; saiu
10493776 ; 1    ; 15141   ; entrou
10495743 ; 0    ; 15141   ; saiu
10492998 ; 1    ; 15143   ; entrou
10498408 ; 1    ; 15135   ; cheio
10504371 ; 0    ; 15143   ; saiu
10508518 ; 1    ; 15150   ; entrou
10510959 ; 1    ; 15153   ; cheio
10512942 ; 0    ; 15150   ; saiu
10516207 ; 1    ; 15151   ; entrou
10517297 ; 0    ; 15151   ; saiu
10518470 ; 1    ; 15160   ; entrou
10519915 ; 1    ; 15158   ; cheio
10521082 ; 0    ; 15160   ; saiu
10524220 ; 1    ; 15162   ; entrou
10525587 ; 0    ; 15162   ; saiu
10526246 ; 1    ; 15164   ; entrou
10527641 ; 0    ; 15164   ; saiu
10529651 ; 1    ; 15167   ; entrou
10533504 ; 0    ; 15167   ; saiu
10539646 ; 1    ; 15171   ; entrou
10540510 ; 0    ; 15171   ; saiu
10544269 ; 1    ; 15175   ; entrou
10545324 ; 0    ; 15175   ; saiu
10548386 ; 1    ; 15176   ; entrou
10549193 ; 0    ; 15176   ; saiu
10555871 ; 1    ; 15170   ; entrou
10556159 ; 1    ; 15177   ; cheio
10557072 ; 0    ; 15170   ; saiu
10557320 ; 1    ; 15180   ; entrou
10557817 ; 0    ; 15180   ; saiu
10564805 ; 1    ; 15185   ; entrou
10568816 ; 1    ; 15189   ; cheio
10570825 ; 1    ; 15184   ; cheio
10573583 ; 0    ; 15185   ; saiu
10576179 ; 1    ; 15193   ; entrou
10580722 ; 0    ; 15193   ; saiu
10582597 ; 1    ; 15188   ; entrou
10587629 ; 1    ; 15196   ; cheio
10589149 ; 0    ; 15188   ; saiu
10594508 ; 1    ; 15201   ; entrou
10598049 ; 1    ; 15195   ; cheio
10598745 ; 0    ; 15201   ; saiu
10599487 ; 1    ; 15197   ; entrou
10601481 ; 0    ; 15197   ; saiu
10603839 ; 1    ; 15202   ; entrou
10606466 ; 0    ; 15202   ; saiu
10609403 ; 1    ; 15205   ; entrou
10609619 ; 1    ; 15211   ; entrou
10609822 ; 1    ; 15205   ; saiu
10611074 ; 1    ; 15207   ; cheio
10611260 ; 1    ; 15214   ; cheio
10612245 ; 0    ; 15211   ; saiu
10617180 ; 1    ; 15212   ; entrou
10618380 ; 0    ; 15212   ; saiu
10618343 ; 1    ; 15217   ; entrou
10619815 ; 0    ; 15217   ; saiu
10629057 ; 1    ; 15218   ; entrou
10629492 ; 1    ; 15219   ; cheio
10635279 ; 0    ; 15218   ; saiu
10634473 ; 1    ; 15220   ; entrou
10638186 ; 0    ; 15220   ; saiu
10643737 ; 1    ; 15231   ; entrou
10645183 ; 1    ; 15231   ; saiu
10645189 ; 1    ; 15227   ; entrou
10645670 ; 1    ; 15221   ; cheio
10647539 ; 0    ; 15227   ; saiu
10650354 ; 1    ; 15224   ; entrou
10651396 ; 0    ; 15224   ; saiu
10652226 ; 1    ; 15225   ; entrou
10653389 ; 0    ; 15225   ; saiu
10654276 ; 1    ; 15233   ; entrou
10654754 ; 1    ; 15234   ; cheio
10656949 ; 0    ; 15233   ; saiu
10657817 ; 1    ; 15238   ; entrou
10658433 ; 0    ; 15238   ; saiu
10660169 ; 1    ; 15239   ; entrou
10660768 ; 0    ; 15239   ; saiu
10661193 ; 1    ; 15241   ; entrou
10661814 ; 1    ; 15242   ; cheio
10662418 ; 0    ; 15241   ; saiu
10662955 ; 1    ; 15240   ; entrou
10664110 ; 0    ; 15240   ; saiu
10666851 ; 1    ; 15247   ; entrou
10667098 ; 1    ; 15246   ; cheio
10667992 ; 0    ; 15247   ; saiu
10672647 ; 1    ; 15250   ; entrou
10673906 ; 1    ; 15252   ; cheio
10674764 ; 1    ; 15248   ; cheio
10675098 ; 1    ; 15254   ; entrou
10675525 ; 1    ; 15250   ; saiu
10676305 ; 0    ; 15254   ; saiu
10677489 ; 1    ; 15251   ; entrou
10677648 ; 0    ; 15251   ; saiu
10677970 ; 1    ; 15255   ; entrou
10679292 ; 0    ; 15255   ; saiu
10684163 ; 1    ; 15259   ; entrou
10682978 ; 1    ; 15253   ; cheio
10687564 ; 0    ; 15259   ; saiu
10692942 ; 1    ; 15262   ; entrou
10695884 ; 1    ; 15263   ; entrou
10696361 ; 1    ; 15262   ; saiu
10696512 ; 1    ; 15261   ; cheio
10696961 ; 0    ; 15263   ; saiu
10700686 ; 1    ; 15267   ; entrou
10702870 ; 1    ; 15266   ; cheio
10704024 ; 0    ; 15267   ; saiu
10705208 ; 1    ; 15264   ; entrou
10709288 ; 0    ; 15264   ; saiu
10710847 ; 1    ; 15265   ; entrou
10712144 ; 1    ; 15271   ; cheio
10712646 ; 0    ; 15265   ; saiu
10715617 ; 1    ; 15272   ; entrou
10717070 ; 0    ; 15272   ; saiu
10724533 ; 1    ; 15278   ; entrou
10725952 ; 0    ; 15278   ; saiu
10737074 ; 1    ; 15276   ; entrou
10737140 ; 1    ; 15273   ; cheio
10737328 ; 0    ; 15276   ; saiu
10741878 ; 1    ; 15279   ; entrou
10744307 ; 0    ; 15279   ; saiu
10745185 ; 1    ; 15282   ; entrou
10746319 ; 0    ; 15282   ; saiu
10749476 ; 1    ; 15280   ; entrou
10751628 ; 0    ; 15280   ; saiu
10754092 ; 1    ; 15297   ; entrou
10756489 ; 0    ; 15297   ; saiu
10761693 ; 1    ; 15298   ; entrou
10763870 ; 0    ; 15298   ; saiu
10767282 ; 1    ; 15302   ; entrou
10767515 ; 0    ; 15302   ; saiu
10768549 ; 1    ; 15305   ; entrou
10769846 ; 1    ; 15304   ; cheio
10770457 ; 1    ; 15303   ; cheio
10773251 ; 0    ; 15305   ; saiu
10778805 ; 1   
